Ticker,Company,Price
QRHC,QUEST RESOURCE HOLDING CORPORATION (XNAS:QRHC),$1.11 
TRNR,INTERACTIVE STRENGTH INC. (XNAS:TRNR),$1.11 
WLDS,WEARABLE DEVICES LTD (XNAS:WLDS),$1.11 
DH,DEFINITIVE HEALTHCARE CORP. (XNAS:DH),$1.12 
IPW,IPOWER INC. (XNAS:IPW),$1.12 
JCSE,JE Cleantech Holdings Limited (XNAS:JCSE),$1.12 
ORKT,ORANGEKLOUD TECHNOLOGY INC. (XNAS:ORKT),$1.12 
VCIG,VCI GLOBAL LIMITED (XNAS:VCIG),$1.12 
WKSP,WORKSPORT LTD. (XNAS:WKSP),$1.12 
AACG,ATA Creativity Global (XNAS:AACG),$1.13 
FEBO,FENBO HOLDINGS LIMITED (XNAS:FEBO),$1.13 
FTHM,Fathom Holdings Inc (XNAS:FTHM),$1.13 
MIRA,"MIRA PHARMACEUTICALS, INC. (XNAS:MIRA)",$1.13 
MSW,Ming Shing Group Holdings Limited (XNAS:MSW),$1.13 
HWH,HWH INTERNATIONAL INC. (XNAS:HWH),$1.14 
INO,"INOVIO PHARMACEUTICALS, INC. (XNAS:INO)",$1.14 
KIDZ,Classover Holdings Inc (XNAS:KIDZ),$1.14 
LCDL,GrnShs:2x Lng LCID Dly (XNAS:LCDL),$1.14 
LHAI,Linkhome Holdings Inc. (XNAS:LHAI),$1.14 
MERC,MERCER INTERNATIONAL INC. (XNAS:MERC),$1.14 
SNTI,"SENTI BIOSCIENCES, INC (XNAS:SNTI)",$1.14 
TIVC,"TIVIC HEALTH SYSTEMS, INC. (XNAS:TIVC)",$1.14 
BTAI,"BIOXCEL THERAPEUTICS, INC. (XNAS:BTAI)",$1.15 
CJMB,CALLAN JMB INC. (XNAS:CJMB),$1.15 
CWD,CaliberCos Inc. (XNAS:CWD),$1.15 
ELUT,ELUTIA INC. (XNAS:ELUT),$1.15 
IBG,INNOVATION BEVERAGE GROUP LIMITED (XNAS:IBG),$1.15 
MAMO,Massimo Group (XNAS:MAMO),$1.15 
NUWE,NUWELLIS INC. (XNAS:NUWE),$1.15 
ONCY,ONCOLYTICS BIOTECH INC. (XNAS:ONCY),$1.15 
SLSN,"SOLESENCE, INC. (XNAS:SLSN)",$1.15 
BOXL,BOXLIGHT CORPORATION (XNAS:BOXL),$1.16 
LBGJ,Li Bang International Corporation Inc. (XNAS:LBGJ),$1.16 
MEGL,Magic Empire Global Limited (XNAS:MEGL),$1.16 
RDI,"READING INTERNATIONAL, INC. (XNAS:RDI)",$1.16 
REVB,"REVELATION BIOSCIENCES, INC. (XNAS:REVB)",$1.16 
CABR,CARING BRANDS INC. (XNAS:CABR),$1.17 
CELU,CELULARITY INC. (XNAS:CELU),$1.17 
EM,Smart Share Global Limited (XNAS:EM),$1.17 
GOVX,"GEOVAX LABS, INC. (XNAS:GOVX)",$1.17 
VS,VERSUS SYSTEMS INC. (XNAS:VS),$1.17 
ABVC,"ABVC BIOPHARMA, INC. (XNAS:ABVC)",$1.18 
BGMS,"BIO GREEN MED SOLUTION, INC. (XNAS:BGMS)",$1.18 
NWTG,"NEWTON GOLF COMPANY, INC. (XNAS:NWTG)",$1.18 
TNMG,TNL Mediagene (XNAS:TNMG),$1.18 
UHG,"UNITED HOMES GROUP, INC. (XNAS:UHG)",$1.18 
USIO,"USIO, INC. (XNAS:USIO)",$1.18 
WOK,Work Medical Technology Group Ltd (XNAS:WOK),$1.18 
ZSPC,"ZSPACE, INC. (XNAS:ZSPC)",$1.18 
BIYA,BAIYA INTERNATIONAL GROUP INC. (XNAS:BIYA),$1.19 
LITS,"LITE STRATEGY, INC. (XNAS:LITS)",$1.19 
PROP,PRAIRIE OPERATING CO. (XNAS:PROP),$1.19 
BCDA,"BIOCARDIA, INC. (XNAS:BCDA)",$1.20 
ECX,ECARX Holdings Inc. (XNAS:ECX),$1.20 
ENGS,ENERGYS GROUP LIMITED (XNAS:ENGS),$1.20 
UCL,UCLOUDLINK GROUP INC. (XNAS:UCL),$1.20 
AHMA,AMBITIONS ENTERPRISE MANAGEMENT CO. L.L.C (XNAS:AHMA),$1.21 
CETX,CEMTREX INC. (XNAS:CETX),$1.21 
FTFT,FUTURE FINTECH GROUP INC (XNAS:FTFT),$1.21 
AIHS,SENMIAO TECHNOLOGY LIMITED (XNAS:AIHS),$1.22 
ENTX,ENTERA BIO LTD (XNAS:ENTX),$1.22 
RDZN,Roadzen Inc. (XNAS:RDZN),$1.22 
RYET,Ruanyun Edai Technology Inc (XNAS:RYET),$1.22 
XWEL,"XWELL, INC. (XNAS:XWEL)",$1.22 
CYAB,"CYABRA, INC. (XNAS:CYAB)",$1.23 
OPK,"OPKO HEALTH, INC. (XNAS:OPK)",$1.23 
TAOP,Taoping Inc. (XNAS:TAOP),$1.23 
GIFT,"GIFTIFY, INC. (XNAS:GIFT)",$1.24 
MRM,MEDIROM Healthcare Technologies Inc. (XNAS:MRM),$1.24 
TLSA,Tiziana Life Sciences Ltd (XNAS:TLSA),$1.24 
BNGO,"BIONANO GENOMICS, INC. (XNAS:BNGO)",$1.25 
FAMI,"FARMMI, INC. (XNAS:FAMI)",$1.25 
FARM,FARMER BROS. CO. (XNAS:FARM),$1.25 
GOCO,"GOHEALTH, INC. (XNAS:GOCO)",$1.25 
HUDI,"Huadi International Group Co., Ltd. (XNAS:HUDI)",$1.25 
IQ,"IQIYI, INC. (XNAS:IQ)",$1.25 
PHIO,PHIO PHARMACEUTICALS CORP. (XNAS:PHIO),$1.25 
SJ,Scienjoy Holding Corp (XNAS:SJ),$1.25 
TCRX,"TSCAN THERAPEUTICS, INC. (XNAS:TCRX)",$1.25 
WBUY,WEBUY GLOBAL LTD (XNAS:WBUY),$1.25 
YSXT,"YSX Tech. Co., Ltd (XNAS:YSXT)",$1.25 
CGTL,Creative Global Technology Holdings Limited (XNAS:CGTL),$1.26 
MTEN,Mingteng International Corp Inc (XNAS:MTEN),$1.26 
CLWT,EURO TECH HOLDINGS COMPANY LIMITED (XNAS:CLWT),$1.27 
DOGZ,Dogness (International) Corporation (XNAS:DOGZ),$1.27 
GXAI,GAXOS.AI INC. (XNAS:GXAI),$1.27 
LOOP,"LOOP INDUSTRIES, INC. (XNAS:LOOP)",$1.27 
MATH,Metalpha Technology Holding Limited (XNAS:MATH),$1.27 
TRSG,TUNGRAY TECHNOLOGIES INC (XNAS:TRSG),$1.27 
ABTS,Abits Group Inc (XNAS:ABTS),$1.28 
GTIM,GOOD TIMES RESTAURANTS INC. (XNAS:GTIM),$1.28 
KLTR,"KALTURA, INC. (XNAS:KLTR)",$1.28 
LGO,Largo Inc. (XNAS:LGO),$1.28 
CGTX,"COGNITION THERAPEUTICS, INC. (XNAS:CGTX)",$1.29 
PDSB,PDS BIOTECHNOLOGY CORPORATION (XNAS:PDSB),$1.29 
PLRX,"PLIANT THERAPEUTICS, INC. (XNAS:PLRX)",$1.29 
TRAW,"TRAWS PHARMA, INC. (XNAS:TRAW)",$1.29 
DRMA,"DERMATA THERAPEUTICS, INC. (XNAS:DRMA)",$1.30 
FLUX,"FLUX POWER HOLDINGS, INC. (XNAS:FLUX)",$1.30 
GREE,GREENIDGE GENERATION HOLDINGS INC. (XNAS:GREE),$1.30 
HYFT,MINDWALK HOLDINGS CORP. (XNAS:HYFT),$1.30 
HYPR,"HYPERFINE, INC. (XNAS:HYPR)",$1.30 
LUNG,PULMONX CORPORATION (XNAS:LUNG),$1.30 
ONFO,ONFOLIO HOLDINGS INC (XNAS:ONFO),$1.30 
GRWG,GrowGeneration Corp. (XNAS:GRWG),$1.31 
HCAT,"HEALTH CATALYST, INC. (XNAS:HCAT)",$1.31 
LUCD,LUCID DIAGNOSTICS INC. (XNAS:LUCD),$1.31 
BON,Bon Natural Life Ltd (XNAS:BON),$1.32 
NSPR,"INSPIREMD, INC. (XNAS:NSPR)",$1.32 
PNBK,"PATRIOT NATIONAL BANCORP, INC. (XNAS:PNBK)",$1.32 
SUNE,"SUNATION ENERGY, INC. (XNAS:SUNE)",$1.32 
BTCT,BTC Digital Ltd. (XNAS:BTCT),$1.33 
GPRO,"GOPRO, INC (XNAS:GPRO)",$1.33 
VANI,"VIVANI MEDICAL, INC. (XNAS:VANI)",$1.33 
ABTC,AMERICAN BITCOIN CORP. (XNAS:ABTC),$1.34 
SNGX,"SOLIGENIX, INC. (XNAS:SNGX)",$1.34 
EPSM,EPSIUM ENTERPRISE LIMITED (XNAS:EPSM),$1.35 
FEED,"ENVUE MEDICAL, INC. (XNAS:FEED)",$1.35 
FTEK,"FUEL TECH, INC. (XNAS:FTEK)",$1.35 
JEM,707 Cayman Holdings Limited (XNAS:JEM),$1.35 
LOT,Lotus Technology Inc. (XNAS:LOT),$1.35 
MNY,MoneyHero Limited (XNAS:MNY),$1.35 
SEED,ORIGIN AGRITECH LIMITED (XNAS:SEED),$1.35 
APWC,ASIA PACIFIC WIRE & CABLE CORPORATION LIMITED (XNAS:APWC),$1.36 
HCHL,HAPPY CITY HOLDINGS LIMITED (XNAS:HCHL),$1.36 
ICG,Intchains Group Limited (XNAS:ICG),$1.36 
TJGC,TJGC Group Limited (XNAS:TJGC),$1.36 
AUID,AUTHID INC. (XNAS:AUID),$1.37 
AWRE,"AWARE, INC. (XNAS:AWRE)",$1.37 
EZGO,EZGO Technologies Ltd. (XNAS:EZGO),$1.37 
FATE,"FATE THERAPEUTICS, INC. (XNAS:FATE)",$1.37 
GIBO,GIBO HOLDINGS LIMITED (XNAS:GIBO),$1.37 
QNCX,"QUINCE THERAPEUTICS, INC. (XNAS:QNCX)",$1.37 
STKE,Sol Strategies Inc. (XNAS:STKE),$1.37 
TELO,"TELOMIR PHARMACEUTICALS, INC. (XNAS:TELO)",$1.37 
WFF,WF HOLDING LIMITED (XNAS:WFF),$1.37 
BRLT,"BRILLIANT EARTH GROUP, INC. (XNAS:BRLT)",$1.38 
CGC,Canopy Growth Corporation (XNAS:CGC),$1.38 
LEDS,SEMILEDS CORPORATION (XNAS:LEDS),$1.38 
EDUC,EDUCATIONAL DEVELOPMENT CORPORATION (XNAS:EDUC),$1.39 
MTEK,MARIS - TECH LTD (XNAS:MTEK),$1.39 
AIFU,AIFU Inc. (XNAS:AIFU),$1.40 
ALLR,"ALLARITY THERAPEUTICS, INC. (XNAS:ALLR)",$1.40 
BTTC,Black Titan Corporation (XNAS:BTTC),$1.40 
DUO,Fangdd Network Group Ltd (XNAS:DUO),$1.40 
HGBL,HERITAGE GLOBAL INC. (XNAS:HGBL),$1.40 
LRE,"Lead Real Estate Co.,LTD (XNAS:LRE)",$1.40 
PULM,"PULMATRIX, INC. (XNAS:PULM)",$1.40 
VMAR,VISION MARINE TECHNOLOGIES INC. (XNAS:VMAR),$1.40 
BBLG,BONE BIOLOGICS CORPORATION (XNAS:BBLG),$1.41 
KBSX,FST Ltd (XNAS:KBSX),$1.41 
MNOV,"MEDICINOVA, INC. (XNAS:MNOV)",$1.41 
AKBA,"AKEBIA THERAPEUTICS, INC. (XNAS:AKBA)",$1.42 
GIGM,GIGAMEDIA LIMITED (XNAS:GIGM),$1.42 
GMM,Global Mofy AI Limited (XNAS:GMM),$1.42 
ANY,SPHERE 3D CORP. (XNAS:ANY),$1.43 
AZI,Autozi Internet Technology (Global) Ltd. (XNAS:AZI),$1.43 
INMB,INMUNE BIO INC. (XNAS:INMB),$1.43 
IPHA,Innate Pharma SA (XNAS:IPHA),$1.43 
RECT,RECTITUDE HOLDINGS LTD (XNAS:RECT),$1.43 
DLPN,"DOLPHIN ENTERTAINMENT, INC. (XNAS:DLPN)",$1.44 
MNTK,"MONTAUK RENEWABLES, INC. (XNAS:MNTK)",$1.44 
ACCL,Acco Group Holdings Limited (XNAS:ACCL),$1.45 
NVNI,Nvni Group Limited (XNAS:NVNI),$1.46 
CNTY,"CENTURY CASINOS, INC. (XNAS:CNTY)",$1.47 
COCP,"COCRYSTAL PHARMA, INC. (XNAS:COCP)",$1.47 
SLNH,"SOLUNA HOLDINGS, INC. (XNAS:SLNH)",$1.47 
UPXI,"UPEXI, INC. (XNAS:UPXI)",$1.47 
MGX,"METAGENOMI THERAPEUTICS, INC. (XNAS:MGX)",$1.48 
PMVP,"PMV PHARMACEUTICALS, INC. (XNAS:PMVP)",$1.48 
VIVS,"VIVOSIM LABS, INC. (XNAS:VIVS)",$1.48 
CBUS,"CIBUS, INC. (XNAS:CBUS)",$1.49 
CIIT,TIANCI INTERNATIONAL INC. (XNAS:CIIT),$1.50 
INAB,"IN8BIO, INC. (XNAS:INAB)",$1.50 
OABI,"OMNIAB, INC. (XNAS:OABI)",$1.50 
SUIG,SUI Group Holdings Limited (XNAS:SUIG),$1.50 
CRDL,Cardiol Therapeutics Inc. (XNAS:CRDL),$1.51 
SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC. (XNAS:SPWH)",$1.51 
ADGM,"ADAGIO MEDICAL HOLDINGS, INC. (XNAS:ADGM)",$1.52 
FLD,"FOLD HOLDINGS, INC. (XNAS:FLD)",$1.52 
MGIH,Millennium Group International Holdings Limited (XNAS:MGIH),$1.52 
DWTX,"DOGWOOD THERAPEUTICS, INC. (XNAS:DWTX)",$1.53 
SVC,SERVICE PROPERTIES TRUST (XNAS:SVC),$1.53 
FEAM,"5E Advanced Materials, Inc. (XNAS:FEAM)",$1.54 
MRKR,"MARKER THERAPEUTICS, INC. (XNAS:MRKR)",$1.54 
AIXC,"AIXCRYPTO HOLDINGS, INC. (XNAS:AIXC)",$1.55 
BOLD,"BOUNDLESS BIO, INC. (XNAS:BOLD)",$1.55 
GERN,GERON CORPORATION (XNAS:GERN),$1.55 
LXEH,Lixiang Education Holding Co Ltd (XNAS:LXEH),$1.55 
RXT,"Rackspace Technology, Inc. (XNAS:RXT)",$1.55 
BIVI,BIOVIE INC. (XNAS:BIVI),$1.56 
FBLG,"FIBROBIOLOGICS, INC. (XNAS:FBLG)",$1.56 
XHLD,"TEN HOLDINGS, INC. (XNAS:XHLD)",$1.56 
ADIL,"ADIAL PHARMACEUTICALS, INC. (XNAS:ADIL)",$1.57 
WRAP,"WRAP TECHNOLOGIES, INC. (XNAS:WRAP)",$1.57 
IQST,IQSTEL INC. (XNAS:IQST),$1.58 
SDA,SunCar Technology Group Inc. (XNAS:SDA),$1.58 
SNES,"SENESTECH, INC (XNAS:SNES)",$1.58 
SWVL,Swvl Holdings Corp (XNAS:SWVL),$1.58 
UCAR,U POWER LIMITED (XNAS:UCAR),$1.58 
MBAI,CHECK-CAP LTD (XNAS:MBAI),$1.59 
OGI,Organigram Global Inc. (XNAS:OGI),$1.59 
STIM,"NEURONETICS, INC. (XNAS:STIM)",$1.59 
ZKIN,"ZK International Group Co., Ltd. (XNAS:ZKIN)",$1.59 
AUTL,AUTOLUS THERAPEUTICS PLC (XNAS:AUTL),$1.60 
HPAI,Helport AI Limited (XNAS:HPAI),$1.60 
IFRX,InflaRx NV (XNAS:IFRX),$1.60 
IVVD,"INVIVYD, INC. (XNAS:IVVD)",$1.60 
MAXN,"MAXEON SOLAR TECHNOLOGIES, LTD. (XNAS:MAXN)",$1.60 
WAFU,Wah Fu Education Group Limited (XNAS:WAFU),$1.60 
YYGH,YY GROUP HOLDING LIMITED (XNAS:YYGH),$1.60 
MTVA,MetaVia Inc (XNAS:MTVA),$1.61 
OKYO,OKYO Pharma Limited (XNAS:OKYO),$1.62 
BYSI,BEYONDSPRING INC (XNAS:BYSI),$1.63 
PAVS,Paranovus Entertainment Technology Ltd. (XNAS:PAVS),$1.63 
SWAG,"STRAN & COMPANY, INC. (XNAS:SWAG)",$1.63 
BMNG,LeverageShs 2X Lg BMNR D (XNAS:BMNG),$1.64 
DBGI,"DIGITAL BRANDS GROUP, INC. (XNAS:DBGI)",$1.65 
HIT,"HEALTH IN TECH, INC. (XNAS:HIT)",$1.65 
MASK,3 E NETWORK TECHNOLOGY GROUP LIMITED (XNAS:MASK),$1.65 
BTBT,"BIT DIGITAL, INC. (XNAS:BTBT)",$1.66 
CNDT,CONDUENT INCORPORATED (XNAS:CNDT),$1.66 
PEPG,PEPGEN INC. (XNAS:PEPG),$1.66 
SNDL,SNDL Inc. (XNAS:SNDL),$1.66 
CSTE,CAESARSTONE LTD (XNAS:CSTE),$1.67 
GITS,"GLOBAL INTERACTIVE TECHNOLOGIES, INC. (XNAS:GITS)",$1.67 
AEI,ALSET INC. (XNAS:AEI),$1.68 
OCGN,"OCUGEN, INC. (XNAS:OCGN)",$1.68 
CMMB,CHEMOMAB THERAPEUTICS LTD (XNAS:CMMB),$1.69 
CODX,"CO-DIAGNOSTICS, INC. (XNAS:CODX)",$1.69 
CYN,CYNGN INC. (XNAS:CYN),$1.69 
FLNA,"Filana Therapeutics, Inc (XNAS:FLNA)",$1.69 
GENK,"GEN RESTAURANT GROUP, INC. (XNAS:GENK)",$1.69 
YOOV,CONCORDE INTERNATIONAL GROUP LTD (XNAS:YOOV),$1.69 
ALDX,"ALDEYRA THERAPEUTICS, INC. (XNAS:ALDX)",$1.70 
ALXO,ALX ONCOLOGY HOLDINGS INC. (XNAS:ALXO),$1.70 
EJH,E-Home Household Service Holdings Limited (XNAS:EJH),$1.70 
OST,"Ostin Technology Group Co., Ltd. (XNAS:OST)",$1.70 
SAGT,SAGTEC GLOBAL LIMITED (XNAS:SAGT),$1.70 
SDOT,Sadot Group Inc. (XNAS:SDOT),$1.70 
XOS,"XOS, INC. (XNAS:XOS)",$1.70 
HUIZ,Huize Holding Ltd (XNAS:HUIZ),$1.71 
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC. (XNAS:PACB)",$1.71 
BDMD,Baird Medical Investment Holdings Ltd (XNAS:BDMD),$1.72 
NEON,NEONODE INC. (XNAS:NEON),$1.72 
POLA,"POLAR POWER, INC. (XNAS:POLA)",$1.72 
STKS,"THE ONE GROUP HOSPITALITY, INC. (XNAS:STKS)",$1.72 
CRDF,"CARDIFF ONCOLOGY, INC. (XNAS:CRDF)",$1.73 
MCHX,"MARCHEX, INC. (XNAS:MCHX)",$1.73 
LNKS,LINKERS INDUSTRIES LIMITED (XNAS:LNKS),$1.74 
ISPR,ISPIRE TECHNOLOGY INC. (XNAS:ISPR),$1.75 
LPRO,OPEN LENDING CORPORATION (XNAS:LPRO),$1.75 
PRQR,ProQR Therapeutics NV (XNAS:PRQR),$1.75 
VGAS,"VERDE CLEAN FUELS, INC. (XNAS:VGAS)",$1.76 
EVTV,"ENVIROTECH VEHICLES, INC. (XNAS:EVTV)",$1.78 
ICMB,"INVESTCORP CREDIT MANAGEMENT BDC, INC. (XNAS:ICMB)",$1.78 
TWAV,"TAOWEAVE, INC. (XNAS:TWAV)",$1.78 
AIDX,"20/20 GENESYSTEMS, INC. (XNAS:AIDX)",$1.79 
NXTT,Next Technology Holding Inc. (XNAS:NXTT),$1.79 
CHRS,"COHERUS ONCOLOGY, INC. (XNAS:CHRS)",$1.80 
EHTH,"EHEALTH, INC. (XNAS:EHTH)",$1.80 
ESLA,"ESTRELLA IMMUNOPHARMA, INC. (XNAS:ESLA)",$1.80 
GDHG,GOLDEN HEAVEN GROUP HOLDINGS LTD. (XNAS:GDHG),$1.80 
IPM,INTELLIGENT PROTECTION MANAGEMENT CORP. (XNAS:IPM),$1.80 
SXTP,"60 DEGREES PHARMACEUTICALS, INC. (XNAS:SXTP)",$1.80 
LIDR,"AEYE, INC (XNAS:LIDR)",$1.81 
NNDM,NANO DIMENSION LTD (XNAS:NNDM),$1.81 
XRX,Xerox Holdings Corp (XNAS:XRX),$1.81 
IKT,"INHIBIKASE THERAPEUTICS, INC. (XNAS:IKT)",$1.82 
LXRX,"LEXICON PHARMACEUTICALS, INC. (XNAS:LXRX)",$1.82 
WIMI,WiMi Hologram Cloud Inc. (XNAS:WIMI),$1.83 
MDAI,"SPECTRAL AI, INC. (XNAS:MDAI)",$1.84 
AIMD,"Ainos, Inc. (XNAS:AIMD)",$1.85 
BMEA,"BIOMEA FUSION, INC. (XNAS:BMEA)",$1.85 
GEVO,"GEVO, INC. (XNAS:GEVO)",$1.85 
PSHG,Performance Shipping Inc. (XNAS:PSHG),$1.85 
SABR,SABRE CORPORATION (XNAS:SABR),$1.85 
SDM,Smart Digital Group Limited (XNAS:SDM),$1.85 
SIEB,SIEBERT FINANCIAL CORP. (XNAS:SIEB),$1.85 
TPST,"TEMPEST THERAPEUTICS, INC. (XNAS:TPST)",$1.85 
YJ,YUNJI INC. (XNAS:YJ),$1.85 
CTRM,Castor Maritime Inc. (XNAS:CTRM),$1.86 
GLXG,Galaxy Payroll Group Limited (XNAS:GLXG),$1.86 
ZNB,Zeta Network Group (XNAS:ZNB),$1.86 
FGL,Founder Group Limited (XNAS:FGL),$1.87 
GNSS,Genasys Inc. (XNAS:GNSS),$1.87 
TMCI,"Treace Medical Concepts, Inc. (XNAS:TMCI)",$1.87 
WETH,WETOUCH TECHNOLOGY INC. (XNAS:WETH),$1.87 
HOVR,NEW HORIZON AIRCRAFT LTD. (XNAS:HOVR),$1.88 
OXSQ,OXFORD SQUARE CAPITAL CORP. (XNAS:OXSQ),$1.88 
PYXS,"PYXIS ONCOLOGY, INC. (XNAS:PYXS)",$1.88 
RNTX,"REIN THERAPEUTICS, INC. (XNAS:RNTX)",$1.88 
SKK,SKK Holdings Limited (XNAS:SKK),$1.88 
PLBY,"PLAYBOY, INC. (XNAS:PLBY)",$1.89 
FMST,Foremost Clean Energy Ltd. (XNAS:FMST),$1.90 
CDIO,"CARDIO DIAGNOSTICS HOLDINGS, INC. (XNAS:CDIO)",$1.91 
CHR,"Cheer Holding, Inc (XNAS:CHR)",$1.91 
HTLM,HomesToLife Ltd (XNAS:HTLM),$1.92 
IBIO,"IBIO, INC. (XNAS:IBIO)",$1.92 
JCTC,JEWETT-CAMERON TRADING COMPANY LTD. (XNAS:JCTC),$1.92 
LGCL,Lucas GC Limited (XNAS:LGCL),$1.92 
ZJYL,JIN MEDICAL INTERNATIONAL LTD. (XNAS:ZJYL),$1.92 
TURB,Turbo Energy SA (XNAS:TURB),$1.93 
BTCS,BTCS INC. (XNAS:BTCS),$1.94 
CERS,CERUS CORPORATION (XNAS:CERS),$1.94 
BTBD,"BT BRANDS, INC. (XNAS:BTBD)",$1.95 
STSS,Sharps Technology Inc (XNAS:STSS),$1.95 
WHLR,"WHEELER REAL ESTATE INVESTMENT TRUST, INC. (XNAS:WHLR)",$1.95 
BCG,"BINAH CAPITAL GROUP, INC. (XNAS:BCG)",$1.96 
RBNE,ROBIN ENERGY LTD. (XNAS:RBNE),$1.96 
ACRV,"ACRIVON THERAPEUTICS, INC. (XNAS:ACRV)",$1.97 
BEEM,BEAM GLOBAL (XNAS:BEEM),$1.97 
CNCK,Coincheck Group NV (XNAS:CNCK),$1.97 
ESPR,"ESPERION THERAPEUTICS, INC. (XNAS:ESPR)",$1.97 
FUSE,FUSEMACHINES INC. (XNAS:FUSE),$1.97 
RDGT,Ridgetech Inc. (XNAS:RDGT),$1.97 
AHG,Akso Health Group (XNAS:AHG),$1.98 
BRR,"PROCAP FINANCIAL, INC. (XNAS:BRR)",$1.98 
SEER,"SEER, INC. (XNAS:SEER)",$1.98 
AMPG,"AMPLITECH GROUP, INC. (XNAS:AMPG)",$1.99 
ATLN,ATLANTIC INTERNATIONAL CORP (XNAS:ATLN),$1.99 
SNTG,SENTAGE HOLDINGS INC. (XNAS:SNTG),$1.99 
STKH,STEAKHOLDER FOODS LTD (XNAS:STKH),$1.99 
BJDX,"BLUEJAY DIAGNOSTICS, INC. (XNAS:BJDX)",$2.00 
NNOX,NANO-X IMAGING LTD (XNAS:NNOX),$2.00 
ZCMD,Zhongchao Inc (XNAS:ZCMD),$2.00 
BEEP,MOBILE INFRASTRUCTURE CORPORATION. (XNAS:BEEP),$2.01 
HSCS,HEARTSCIENCES INC. (XNAS:HSCS),$2.01 
LESL,"LESLIE'S, INC. (XNAS:LESL)",$2.01 
MIST,MILESTONE PHARMACEUTICALS INC. (XNAS:MIST),$2.01 
NIVF,NewGenIvf Group Limited (XNAS:NIVF),$2.01 
WCT,WELLCHANGE HOLDINGS COMPANY LIMITED (XNAS:WCT),$2.01 
EGHT,"8X8, INC. (XNAS:EGHT)",$2.02 
NCT,INTERCONT (CAYMAN) LIMITED (XNAS:NCT),$2.02 
BRAG,Bragg Gaming Group Inc. (XNAS:BRAG),$2.03 
OLPX,"OLAPLEX HOLDINGS, INC. (XNAS:OLPX)",$2.03 
RYOJ,"rYojbaba Co,, Ltd. (XNAS:RYOJ)",$2.03 
GANX,"GAIN THERAPEUTICS, INC. (XNAS:GANX)",$2.04 
HFFG,HF FOODS GROUP INC. (XNAS:HFFG),$2.04 
PCLA,PicoCELA Inc. (XNAS:PCLA),$2.04 
GEG,"GREAT ELM GROUP, INC. (XNAS:GEG)",$2.05 
POWW,OUTDOOR HOLDING COMPANY (XNAS:POWW),$2.05 
SNOA,"SONOMA PHARMACEUTICALS, INC. (XNAS:SNOA)",$2.05 
XXII,"22ND CENTURY GROUP, INC. (XNAS:XXII)",$2.05 
SXTC,"China SXT Pharmaceuticals, Inc. (XNAS:SXTC)",$2.06 
LFS,"LEIFRAS CO.,LTD. (XNAS:LFS)",$2.07 
MVST,"MICROVAST HOLDINGS, INC. (XNAS:MVST)",$2.07 
THCH,TH International Limited (XNAS:THCH),$2.07 
EU,enCore Energy Corp. (XNAS:EU),$2.08 
DCX,Digital Currency X Technology Inc. (XNAS:DCX),$2.09 
FCUV,FOCUS UNIVERSAL INC. (XNAS:FCUV),$2.09 
GLBS,GLOBUS MARITIME LIMITED (XNAS:GLBS),$2.09 
HSDT,SOLANA COMPANY (XNAS:HSDT),$2.09 
PROK,PROKIDNEY CORP. (XNAS:PROK),$2.09 
USEA,United Maritime Corp (XNAS:USEA),$2.10 
XTIA,"XTI AEROSPACE, INC. (XNAS:XTIA)",$2.10 
CRGO,Freightos Limited (XNAS:CRGO),$2.11 
NEXR,NEXERA TECHNOLOGIES LTD (XNAS:NEXR),$2.11 
TXMD,"THERAPEUTICSMD, INC. (XNAS:TXMD)",$2.11 
FATN,FatPipe Inc (XNAS:FATN),$2.12 
FRSX,FORESIGHT AUTONOMOUS HOLDINGS LTD (XNAS:FRSX),$2.12 
BAER,"BRIDGER AEROSPACE GROUP HOLDINGS, INC. (XNAS:BAER)",$2.13 
BTOG,Bit Origin Limited (XNAS:BTOG),$2.13 
DTCX,"DATACENTREX, INC. (XNAS:DTCX)",$2.13 
NCNA,NUCANA PLC (XNAS:NCNA),$2.13 
BLNE,"BEELINE HOLDINGS, INC. (XNAS:BLNE)",$2.14 
BZAI,"BLAIZE HOLDINGS, INC. (XNAS:BZAI)",$2.14 
SERA,"SERA PROGNOSTICS, INC. (XNAS:SERA)",$2.14 
BLIV,BeLive Holdings (XNAS:BLIV),$2.15 
BMR,BEAMR IMAGING LTD (XNAS:BMR),$2.15 
FLYE,"FLY-E GROUP, INC. (XNAS:FLYE)",$2.15 
FORA,FORIAN INC. (XNAS:FORA),$2.15 
NAMM,Namib Minerals (XNAS:NAMM),$2.15 
DFLI,DRAGONFLY ENERGY HOLDINGS CORP. (XNAS:DFLI),$2.16 
HOUR,"HOUR LOOP, INC. (XNAS:HOUR)",$2.16 
WPRT,WESTPORT FUEL SYSTEMS INC. (XNAS:WPRT),$2.16 
SPPL,SIMPPLE LTD. (XNAS:SPPL),$2.17 
BMRA,"BIOMERICA, INC. (XNAS:BMRA)",$2.18 
NAAS,NAAS TECHNOLOGY INC. (XNAS:NAAS),$2.18 
EVGO,EVGO INC. (XNAS:EVGO),$2.19 
WAI,TOP KINGWIN LTD (XNAS:WAI),$2.20 
FUFU,BitFuFu Inc (XNAS:FUFU),$2.21 
